,t2_towerKills,t1_towerKills,firstInhibitor,t2_inhibitorKills,t1_inhibitorKills,firstTower,firstBaron,t2_dragonKills,t1_dragonKills,t1_baronKills,t2_baronKills,firstDragon
534,7,4,1,1,1,2,2,2,1,0,1,2
535,8,6,2,1,0,1,2,2,1,0,2,2
536,3,0,0,0,0,2,0,2,0,0,0,2
537,0,10,1,0,2,1,0,0,2,0,0,1
538,11,0,2,2,0,2,0,1,0,0,0,2
539,7,9,1,1,4,2,1,3,1,2,0,2
540,7,2,2,2,0,1,0,4,0,0,0,2
541,9,5,2,2,1,2,1,2,0,1,0,2
542,9,8,2,1,1,2,2,1,3,1,1,1
543,11,0,2,3,0,2,0,2,0,0,0,2
544,9,4,2,1,0,1,2,3,1,0,1,2
545,7,1,2,1,0,2,0,2,0,0,0,2
546,9,5,2,1,0,2,1,1,2,1,1,2
547,9,1,2,2,0,2,0,2,0,0,0,2
548,6,2,2,1,0,2,0,1,0,0,0,2
549,9,7,1,1,1,1,1,3,1,1,0,2
550,3,11,1,1,2,1,1,1,1,1,0,2
551,7,3,2,2,0,1,2,0,4,0,1,1
552,6,5,2,1,0,1,2,1,1,0,1,1
553,0,10,1,0,2,1,1,1,2,1,0,1
554,10,0,2,2,0,2,2,3,0,0,1,2
555,5,11,1,1,3,2,1,0,5,1,0,1
556,0,10,1,0,2,1,0,0,2,0,0,1
557,1,9,1,0,1,1,0,0,3,0,0,1
558,3,11,1,0,3,1,1,0,3,1,0,1
559,0,9,1,0,2,1,0,0,2,0,0,1
560,2,5,0,0,0,1,0,2,0,0,0,2
561,5,0,0,0,0,2,0,2,0,0,0,2
562,11,0,2,2,0,2,2,2,0,0,1,2
563,10,1,2,1,0,2,0,2,0,0,0,2
564,10,1,2,2,0,2,0,0,1,0,0,1
565,5,11,1,0,5,2,1,1,2,1,1,1
566,9,3,2,1,0,1,2,2,0,0,1,2
567,9,1,2,2,0,2,2,3,0,0,1,2
568,4,7,1,0,1,2,1,1,3,1,0,1
569,10,0,2,2,0,2,0,2,0,0,0,2
570,8,7,1,1,1,2,2,1,3,0,1,2
571,1,6,1,0,1,1,0,0,2,0,0,1
572,7,4,2,1,0,1,2,2,0,0,1,2
573,8,0,2,1,0,2,0,2,0,0,0,2
574,10,2,2,2,0,2,2,2,1,0,1,1
575,3,7,0,0,0,1,0,0,3,0,0,1
576,4,0,0,0,0,2,0,1,0,0,0,2
577,1,9,1,0,2,1,1,0,3,1,0,1
578,3,10,1,0,2,2,1,1,1,1,0,2
579,10,3,2,2,0,2,2,1,3,0,1,1
580,11,2,2,3,0,2,2,1,3,0,2,1
581,0,11,1,0,5,1,0,0,2,0,0,1
582,10,6,1,3,1,1,2,3,1,0,2,2
583,8,7,1,1,1,1,2,3,1,0,1,2
584,8,9,1,1,3,1,2,0,3,1,1,1
585,11,1,2,3,0,2,0,2,0,0,0,2
586,8,1,0,0,0,2,2,3,0,0,1,2
587,10,2,2,3,0,2,0,4,0,0,0,2
588,9,3,2,2,0,1,1,0,3,1,0,1
589,8,9,1,1,2,1,1,2,3,2,0,1
590,3,9,1,0,2,1,1,1,3,1,0,1
591,2,10,1,0,2,1,1,1,1,1,0,1
592,3,10,1,0,2,1,1,2,1,2,0,2
593,9,0,2,1,0,2,0,2,0,0,0,2
594,11,4,2,3,0,1,0,2,1,0,0,2
595,2,9,1,0,2,1,0,0,2,0,0,1
596,7,3,2,1,0,2,2,3,1,0,1,2
597,4,9,1,0,2,1,1,0,2,1,0,1
598,4,8,1,0,1,1,1,1,0,1,0,2
599,4,9,1,0,1,1,0,0,3,0,0,1
600,10,3,2,2,0,2,2,3,1,0,1,1
601,10,8,1,1,2,1,2,2,2,2,1,2
602,3,9,1,0,1,2,1,1,1,1,0,2
603,2,10,1,0,2,1,1,0,3,1,0,1
604,9,2,2,2,0,2,0,2,1,0,0,1
605,0,10,1,0,2,1,1,0,2,1,0,1
606,9,1,2,1,0,2,2,2,0,0,1,2
607,0,7,1,0,1,1,0,0,0,0,0,0
608,0,10,1,0,2,1,0,0,2,0,0,1
609,7,6,2,1,0,2,1,1,3,1,0,2
610,7,5,2,1,1,2,1,1,1,1,0,1
611,10,2,2,2,0,2,0,2,0,0,0,2
612,1,10,1,0,2,1,0,0,1,0,0,1
613,3,9,1,0,2,2,0,1,2,0,0,2
614,9,0,2,2,0,2,2,3,0,0,1,2
615,11,1,2,4,0,2,0,3,0,0,0,2
616,5,8,1,0,2,1,1,1,2,1,0,2
617,9,9,1,1,3,1,2,1,5,0,2,1
618,10,1,2,3,0,2,0,3,0,0,0,2
619,1,10,1,0,1,1,0,0,2,0,0,1
620,5,10,1,0,5,2,2,3,2,1,1,1
621,9,5,2,2,0,2,2,2,2,0,1,1
622,9,0,2,2,0,2,0,3,0,0,0,2
623,11,5,2,3,0,2,2,2,2,0,2,1
624,1,10,1,0,2,1,0,0,2,0,0,1
625,1,5,0,0,0,2,0,0,2,0,0,1
626,5,11,2,1,5,2,1,1,4,2,0,2
627,3,0,0,0,0,2,0,2,0,0,0,2
628,2,8,1,0,1,1,0,1,1,0,0,1
629,7,4,2,1,0,1,2,2,1,0,1,2
630,11,2,2,3,0,1,2,2,1,0,1,1
631,11,0,2,3,0,2,2,3,0,0,1,2
632,3,11,1,0,3,1,1,2,2,1,0,2
633,1,4,0,0,0,1,0,1,1,0,0,2
634,4,0,0,0,0,2,0,2,0,0,0,2
635,10,6,2,4,0,1,2,2,2,0,2,1
636,9,7,2,4,1,2,1,3,2,2,0,2
637,6,1,0,0,0,2,0,2,0,0,0,2
638,10,2,2,2,0,2,1,3,0,1,0,2
639,11,0,2,3,0,2,0,2,0,0,0,2
640,3,10,1,0,2,2,0,1,2,0,0,2
641,0,11,1,0,2,1,0,0,1,0,0,1
642,6,6,2,1,1,2,1,4,1,2,0,2
643,2,9,1,0,2,1,1,1,1,1,0,2
644,1,11,1,0,3,1,1,0,3,1,0,1
645,0,11,1,0,3,1,0,0,1,0,0,1
646,10,1,2,2,0,2,2,4,1,0,2,2
647,7,3,2,1,0,2,2,2,0,0,1,2
648,4,1,0,0,0,1,0,1,0,0,0,2
649,0,4,0,0,0,1,0,0,2,0,0,1
650,4,11,1,0,3,2,1,0,4,1,0,1
651,3,11,1,0,4,1,1,0,3,1,0,1
652,9,2,2,2,0,2,2,2,0,0,1,2
653,8,7,2,1,0,2,2,2,2,0,2,1
654,3,6,1,0,1,1,1,0,2,1,0,1
655,7,9,1,0,3,2,1,4,0,2,1,2
656,7,11,1,1,3,2,2,1,4,0,2,2
657,0,11,1,0,3,1,0,0,2,0,0,1
658,4,10,1,0,2,1,1,0,3,1,0,1
659,0,10,1,0,2,1,0,1,1,0,0,2
660,6,2,0,0,0,2,0,0,1,0,0,1
661,7,7,1,1,1,2,2,0,3,0,1,1
662,8,9,2,4,2,2,1,3,4,2,0,1
663,11,3,2,2,0,2,0,2,1,0,0,1
664,3,10,1,0,3,2,1,1,3,2,0,1
665,5,2,2,1,0,2,0,1,1,0,0,1
666,6,10,1,0,3,1,1,2,1,1,0,2
667,4,7,1,0,1,2,0,1,2,0,0,2
668,10,0,2,2,0,2,0,0,0,0,0,0
669,4,9,1,0,2,1,0,1,2,0,0,1
670,8,3,2,1,0,2,0,0,3,0,0,1
671,11,3,2,3,0,1,0,2,0,0,0,2
672,11,4,2,3,0,2,1,4,1,1,1,2
673,8,7,2,2,1,2,2,1,2,1,1,1
674,0,0,0,0,0,0,0,0,0,0,0,0
675,11,3,2,2,0,1,2,3,1,0,1,1
676,4,10,1,0,3,1,1,1,3,2,0,1
677,9,7,2,1,1,1,1,1,2,1,0,2
678,9,6,2,2,0,2,1,3,1,1,1,1
679,2,9,1,0,2,1,0,2,2,0,0,2
680,1,11,1,0,5,2,1,0,4,1,0,1
681,1,11,1,0,4,1,0,0,2,0,0,1
682,8,6,2,1,0,1,1,1,3,1,0,1
683,1,10,1,0,2,1,0,1,3,0,0,2
684,1,11,1,0,3,1,0,0,2,0,0,1
685,5,1,0,0,0,1,0,2,0,0,0,2
686,0,10,1,0,2,1,0,0,1,0,0,1
687,6,8,2,1,1,2,1,3,1,2,0,2
688,11,3,2,5,0,1,1,4,1,1,1,1
689,0,6,1,0,1,1,0,0,2,0,0,1
690,0,4,0,0,0,1,0,0,1,0,0,1
691,3,8,1,0,1,2,1,0,3,1,0,1
692,11,6,1,4,1,2,1,2,0,1,1,2
693,4,11,1,0,3,2,0,1,2,0,0,1
694,10,3,2,2,0,2,1,1,2,1,0,2
695,8,3,2,1,0,1,0,2,1,0,0,1
696,10,5,2,2,0,2,1,2,1,1,1,2
697,2,1,0,0,0,2,0,1,0,0,0,2
698,9,9,1,2,1,1,2,0,4,0,1,1
699,4,2,0,0,0,1,0,2,0,0,0,2
700,9,0,2,1,0,2,0,1,0,0,0,2
701,2,11,1,0,3,1,1,1,1,2,0,2
702,0,9,1,0,2,1,0,0,1,0,0,1
703,4,10,2,1,2,2,1,1,1,1,0,2
704,11,2,2,4,0,2,2,3,1,0,2,2
705,10,6,2,2,0,1,2,1,4,0,1,1
706,9,0,2,1,0,2,0,1,0,0,0,2
707,8,5,2,1,0,2,2,3,0,0,1,2
708,1,9,1,0,1,2,0,0,2,0,0,1
709,0,5,0,0,0,1,0,2,0,0,0,2
710,10,1,2,2,0,2,2,2,0,0,1,2
711,2,9,1,0,2,1,0,1,2,0,0,2
712,0,10,1,0,2,1,0,0,2,0,0,1
713,3,10,1,0,3,1,0,1,2,0,0,1
714,1,9,1,0,1,1,0,0,3,0,0,1
715,10,4,2,2,0,2,2,3,1,0,2,1
716,8,0,2,1,0,2,0,2,0,0,0,2
717,2,10,1,0,2,1,1,0,3,1,0,1
718,9,3,2,3,0,1,0,3,0,0,0,2
719,11,1,2,3,0,2,2,3,0,0,1,2
720,1,7,1,0,1,1,0,0,2,0,0,1
721,9,2,2,2,0,2,0,1,1,0,0,1
722,11,4,2,2,0,2,1,3,1,1,0,1
723,4,10,1,0,2,2,2,2,2,0,1,2
724,0,9,1,0,2,1,0,0,2,0,0,1
725,11,11,2,7,7,2,1,4,1,3,0,1
726,0,0,0,0,0,0,0,0,0,0,0,0
727,0,0,0,0,0,0,0,0,0,0,0,0
728,0,0,0,0,0,0,0,0,0,0,0,0
729,11,2,2,3,0,2,2,2,1,0,1,2
730,0,5,0,0,0,1,0,0,2,0,0,1
731,2,6,1,0,1,1,0,0,1,0,0,1
732,4,3,0,0,0,1,0,2,1,0,0,1
733,3,7,1,0,1,2,1,0,3,1,0,1
734,7,4,2,1,0,1,0,3,1,0,0,1
735,6,11,1,0,4,2,1,2,3,1,0,1
736,10,1,2,2,0,2,0,3,0,0,0,2
737,9,4,2,3,0,2,1,0,3,1,0,1
738,0,8,1,0,1,1,0,0,1,0,0,1
739,1,10,1,0,2,1,0,0,3,0,0,1
740,2,9,1,0,1,1,2,1,1,0,1,2
741,10,1,2,2,0,2,2,3,0,0,1,2
742,11,1,2,2,0,2,2,2,0,0,1,2
743,9,0,2,1,0,2,2,2,0,0,1,2
744,1,11,1,0,4,1,0,2,3,0,0,1
745,8,3,2,1,0,2,0,1,1,0,0,1
746,3,8,1,0,1,1,1,0,2,1,0,1
747,2,10,1,0,2,1,1,1,3,1,0,2
748,5,9,1,0,2,1,1,2,1,1,0,1
749,8,3,2,2,0,1,2,2,0,0,1,2
750,9,8,1,2,2,1,2,1,4,1,1,1
751,0,8,0,0,0,1,0,0,1,0,0,1
752,1,10,1,0,2,1,1,0,3,1,0,1
753,7,9,1,1,2,1,1,1,2,1,1,1
754,2,11,1,0,3,1,1,2,1,1,0,2
755,1,11,1,0,3,1,0,0,2,0,0,1
756,5,8,2,1,1,2,2,2,2,1,1,2
757,11,3,2,3,0,1,2,2,1,0,1,1
758,11,3,2,4,0,2,0,3,0,0,0,2
759,11,3,2,3,0,1,2,2,0,0,1,2
760,0,10,1,0,2,1,0,0,3,0,0,1
761,0,10,1,0,2,1,0,0,3,0,0,1
762,1,10,1,0,2,2,2,0,4,1,1,1
763,7,9,1,2,2,2,1,0,4,1,0,1
764,8,1,2,1,0,2,2,3,0,0,1,2
765,0,4,0,0,0,1,0,0,1,0,0,1
766,0,3,0,0,0,1,0,0,1,0,0,1
767,11,5,2,2,0,2,1,3,2,1,1,2
768,3,9,1,0,2,1,1,1,2,2,0,2
769,0,0,0,0,0,0,0,0,0,0,0,0
770,4,8,1,0,2,2,0,1,2,0,0,1
771,3,11,1,0,4,2,1,1,4,2,0,1
772,7,0,2,1,0,2,0,1,0,0,0,2
773,0,11,1,0,2,1,0,0,1,0,0,1
774,7,0,0,0,0,2,2,1,0,0,1,2
775,4,11,1,0,4,1,1,2,1,2,0,2
776,2,9,1,0,2,2,1,0,2,1,0,1
777,9,9,1,2,1,1,1,2,2,1,1,1
778,11,0,2,2,0,2,2,2,0,0,1,2
779,3,8,1,0,2,1,2,2,1,0,1,2
780,2,10,1,0,3,1,1,0,2,1,0,1
781,1,10,1,0,2,1,1,2,1,1,0,2
782,6,7,1,0,1,2,1,3,0,1,0,2
783,8,3,2,1,0,2,2,2,1,0,1,2
784,0,4,0,0,0,1,0,0,2,0,0,1
785,10,1,2,3,0,2,2,4,1,0,1,2
786,3,11,1,0,2,1,0,2,1,0,0,2
787,1,10,1,0,2,2,1,1,3,1,0,2
788,9,8,2,3,0,1,2,1,3,0,2,1
789,5,0,2,1,0,2,0,1,0,0,0,2
790,3,10,1,0,3,1,1,0,3,1,0,1
791,3,10,1,0,2,1,0,0,2,0,0,1
792,8,2,2,1,0,2,0,1,1,0,0,2
793,2,9,1,0,1,1,1,1,2,1,0,1
794,9,6,2,1,0,2,2,1,2,0,1,1
795,7,9,1,0,1,1,2,2,2,1,1,2
796,10,3,2,2,0,2,0,3,0,0,0,2
797,0,5,0,0,0,1,0,1,1,0,0,2
798,11,2,2,3,0,2,0,3,1,0,0,2
799,7,8,1,1,2,1,2,0,4,0,1,1
800,1,11,1,0,3,1,2,1,1,1,1,1
801,7,3,0,0,0,1,2,2,1,0,1,1
802,1,8,1,0,2,1,0,0,2,0,0,1
803,1,11,1,0,3,1,1,1,2,2,0,2
804,11,0,2,3,0,2,0,1,0,0,0,2
805,10,2,2,2,0,2,2,2,1,0,1,1
806,9,3,2,2,0,1,2,2,3,1,1,1
807,6,0,2,1,0,2,2,1,0,0,1,2
808,1,11,1,0,4,1,1,1,2,2,0,1
809,0,0,0,0,0,0,0,0,0,0,0,0
810,1,11,1,0,3,1,1,0,3,1,0,1
811,9,5,2,3,1,2,2,2,2,0,2,2
812,11,1,2,5,0,2,2,3,1,0,1,2
813,3,9,1,0,1,1,0,1,2,0,0,2
814,0,9,1,0,2,1,0,0,0,0,0,0
815,10,1,2,3,0,1,2,2,1,0,2,2
816,0,0,0,0,0,0,0,0,0,0,0,0
817,7,9,2,1,1,2,1,2,2,2,1,2
818,3,11,1,0,3,2,2,0,3,0,1,1
819,11,2,2,3,0,2,2,1,1,0,1,1
820,4,7,1,0,1,2,1,0,3,1,0,1
821,7,11,1,1,3,1,1,0,5,2,0,1
822,2,2,0,0,0,1,0,0,1,0,0,1
823,9,1,2,2,0,2,0,2,1,0,0,2
824,10,0,2,2,0,2,0,1,0,0,0,2
825,9,6,1,1,1,1,2,3,1,0,1,1
826,7,3,2,1,0,1,0,0,2,0,0,1
827,2,10,1,0,3,1,1,0,3,2,0,1
828,11,0,2,4,0,2,2,3,0,0,1,2
829,2,7,1,0,1,1,2,1,1,0,1,1
830,6,10,1,0,6,2,1,4,1,2,1,2
831,10,2,2,2,0,2,0,2,0,0,0,2
832,5,0,2,1,0,2,0,2,0,0,0,2
833,7,10,2,1,3,2,1,3,1,2,0,2
834,4,10,1,0,3,2,2,0,3,0,1,1
835,7,3,2,1,0,1,2,3,1,0,1,2
836,1,7,1,0,1,1,1,1,2,1,0,2
837,10,0,2,2,0,2,0,2,0,0,0,2
838,10,5,1,3,1,1,2,2,1,0,2,1
839,0,0,0,0,0,0,0,0,0,0,0,0
840,2,9,1,0,2,1,0,0,2,0,0,1
841,9,5,2,2,1,1,1,1,3,1,1,1
842,2,9,1,0,1,1,0,3,0,0,0,2
843,2,10,1,0,2,1,1,0,3,1,0,1
844,3,10,1,0,2,2,0,2,1,0,0,2
845,7,2,2,1,0,2,2,4,0,0,1,2
846,11,1,2,4,0,2,2,2,0,0,1,2
847,1,9,1,0,1,1,0,1,1,0,0,2
848,5,11,1,0,4,2,1,0,5,1,0,1
849,9,5,2,2,0,1,0,2,2,0,0,2
850,6,11,1,0,3,2,1,1,4,1,0,2
851,9,8,1,1,3,1,2,1,4,0,1,1
852,7,9,1,1,2,2,1,1,3,1,0,1
853,1,11,1,0,2,1,1,1,1,1,0,2
854,0,10,1,0,2,1,0,0,2,0,0,1
855,9,1,2,2,0,2,2,2,1,0,1,2
856,7,2,0,0,0,1,0,1,1,0,0,1
857,7,6,2,1,0,2,1,0,1,1,0,1
858,9,2,2,1,0,2,2,1,1,0,1,1
859,1,10,1,0,2,1,1,4,0,1,0,2
860,2,6,1,0,1,2,1,0,2,1,0,1
861,3,11,1,0,2,1,1,0,3,1,0,1
862,0,0,0,0,0,0,0,0,0,0,0,0
863,1,3,0,0,0,1,0,0,2,0,0,1
864,1,8,1,0,2,1,0,1,1,0,0,2
865,9,7,2,2,0,1,1,4,0,1,1,2
866,1,6,0,0,0,2,0,0,2,0,0,1
867,0,0,0,0,0,0,0,0,0,0,0,0
868,2,9,1,0,2,1,1,0,2,1,0,1
869,11,3,2,5,0,1,2,4,1,0,1,2
870,4,9,1,0,1,1,1,2,2,1,0,1
871,5,9,1,0,1,2,2,1,3,0,1,1
872,9,1,2,2,0,2,0,2,0,0,0,2
873,11,1,2,3,0,2,0,3,1,0,0,1
874,5,11,2,1,3,2,2,1,3,1,1,1
875,9,1,2,1,0,2,2,0,1,0,1,1
876,2,8,1,0,1,1,0,1,2,0,0,2
877,1,10,1,0,2,1,1,1,2,1,0,2
878,10,2,2,2,0,1,2,2,1,0,1,1
879,1,10,1,0,2,1,0,0,2,0,0,1
880,3,0,0,0,0,2,0,1,1,0,0,1
881,1,11,1,0,3,1,0,1,2,0,0,2
882,3,7,1,0,1,2,2,0,3,0,1,1
883,7,8,2,1,2,1,2,1,2,0,1,1
884,1,9,1,0,3,1,0,0,2,0,0,1
885,3,6,1,0,1,1,1,3,0,1,0,2
886,10,2,2,2,0,2,2,4,0,0,2,2
887,9,5,2,1,0,2,2,3,0,0,1,2
888,9,5,2,1,0,2,2,0,4,0,1,1
889,5,7,1,0,1,2,1,1,2,1,0,1
890,7,4,2,2,0,2,2,3,0,0,2,2
891,4,10,1,0,2,2,0,0,4,0,0,1
892,3,10,1,0,3,1,1,0,4,1,0,1
893,5,11,1,0,3,2,1,0,4,1,0,1
894,1,9,1,0,2,1,0,0,2,0,0,1
895,8,0,2,2,0,2,2,1,0,0,1,2
896,11,4,2,3,0,2,2,3,0,1,1,2
897,11,4,2,3,0,2,0,3,0,0,0,2
898,9,1,2,1,0,2,2,2,1,0,1,2
899,0,11,1,0,3,1,0,1,2,0,0,2
900,9,4,2,1,0,1,1,3,0,1,1,2
901,4,10,1,0,2,2,2,0,2,1,1,1
902,9,1,2,2,0,2,2,2,1,0,1,1
903,0,11,1,0,2,1,0,0,3,0,0,1
904,10,1,2,2,0,2,2,3,0,0,1,2
905,1,6,1,0,1,1,0,0,2,0,0,1
906,2,8,1,0,1,1,1,0,2,1,0,1
907,0,8,1,0,2,1,0,0,2,0,0,1
908,9,0,0,0,0,2,0,1,0,0,0,2
909,0,7,1,0,1,1,0,0,0,0,0,0
910,10,4,2,2,0,2,2,3,0,0,1,2
911,5,8,1,0,1,1,2,4,1,0,1,2
912,9,0,2,2,0,2,0,3,0,0,0,2
913,0,4,0,0,0,1,0,0,1,0,0,1
914,8,1,2,1,0,1,0,1,2,0,0,2
915,1,10,1,0,2,2,1,2,1,1,0,2
916,11,2,2,4,0,2,1,2,2,1,0,2
917,6,0,2,1,0,2,0,0,0,0,0,0
918,1,10,1,0,2,1,0,0,3,0,0,1
919,2,11,1,0,3,1,0,1,1,0,0,1
920,4,8,1,0,2,1,0,2,1,0,0,2
921,2,6,0,0,0,1,0,0,2,0,0,1
922,2,7,1,0,1,1,1,0,2,1,0,1
923,10,4,2,2,0,2,1,2,1,1,1,2
924,1,9,1,0,3,1,0,1,1,0,0,1
925,0,10,1,0,2,1,0,0,2,0,0,1
926,9,7,1,1,1,1,2,2,1,0,1,2
927,11,6,2,7,1,2,2,2,2,1,2,1
928,9,5,2,1,0,2,2,3,1,0,2,1
929,4,0,0,0,0,2,0,1,0,0,0,2
930,10,3,2,2,0,2,1,3,2,2,1,1
931,8,9,1,1,1,1,0,0,3,0,0,1
932,3,10,1,0,2,2,1,0,3,1,0,1
933,0,10,1,0,1,1,0,0,1,0,0,1
934,2,10,1,0,2,1,1,0,4,1,0,1
935,2,10,1,0,3,2,1,2,2,1,0,2
936,4,7,1,0,2,1,1,1,3,1,0,1
937,4,9,1,0,2,1,1,0,2,1,0,1
938,11,4,2,3,0,2,2,5,0,0,1,2
939,11,3,2,5,0,1,2,3,0,0,1,2
940,10,4,2,3,0,1,2,4,1,0,2,2
941,2,9,1,0,2,1,0,1,1,0,0,1
942,2,9,1,0,1,2,0,1,1,0,0,2
943,5,10,1,0,1,2,1,2,2,1,1,2
944,8,2,2,1,0,1,2,4,0,0,1,2
945,4,8,1,0,1,2,0,0,2,0,0,1
946,1,9,1,0,2,1,1,0,3,1,0,1
947,0,6,1,0,1,1,0,0,1,0,0,1
948,9,1,2,1,0,2,0,3,0,0,0,2
949,1,5,0,0,0,1,0,0,2,0,0,1
950,0,5,0,0,0,1,0,0,2,0,0,1
951,0,0,0,0,0,0,0,0,0,0,0,0
952,8,8,2,2,2,2,1,2,3,2,0,1
953,2,9,1,0,2,2,1,3,0,1,0,2
954,3,9,1,0,2,2,0,1,0,0,0,2
955,11,0,2,3,0,2,0,3,1,0,0,2
956,2,10,1,0,2,1,0,1,1,0,0,2
957,10,9,1,3,3,2,1,0,3,1,0,1
958,2,8,1,0,1,1,0,0,1,0,0,1
959,10,0,2,3,0,2,2,2,0,0,1,2
960,7,3,2,1,0,1,0,0,1,0,0,1
961,0,0,0,0,0,0,0,0,0,0,0,0
962,0,9,1,0,2,1,1,0,3,1,0,1
963,0,10,1,0,2,1,1,0,4,2,0,1
964,10,6,2,4,1,1,1,5,1,2,1,1
965,11,2,2,3,0,2,0,2,0,0,0,2
966,9,2,2,1,0,2,2,3,0,0,1,2
967,9,0,2,1,0,2,0,2,0,0,0,2
968,3,11,1,0,6,1,2,1,3,1,1,1
969,10,1,2,4,0,2,1,5,0,1,1,2
970,7,0,0,0,0,2,0,1,0,0,0,2
971,10,1,2,3,0,2,2,3,0,0,1,2
972,1,9,1,0,2,1,0,0,3,0,0,1
973,9,1,2,1,0,2,2,2,0,0,1,2
974,0,11,1,0,2,1,0,0,2,0,0,1
975,9,7,1,1,2,1,2,1,3,0,1,1
976,3,11,1,0,3,1,0,0,3,0,0,1
977,11,3,2,3,0,2,2,3,0,0,1,2
978,2,9,1,0,1,1,0,1,2,0,0,2
979,2,9,1,0,2,2,1,1,2,1,0,1
980,3,8,1,0,1,1,1,0,2,1,0,1
981,3,8,1,0,1,2,2,0,2,0,1,1
982,1,11,1,0,2,2,1,0,3,1,0,1
983,11,1,2,2,0,2,2,2,1,0,1,2
984,9,3,2,2,0,2,1,2,1,1,0,1
985,0,10,1,0,2,1,0,0,2,0,0,1
986,10,1,2,2,0,2,0,1,0,0,0,2
987,0,8,1,0,2,1,0,0,1,0,0,1
988,4,11,1,0,3,1,1,1,3,1,0,1
989,0,11,1,0,2,1,0,0,2,0,0,1
990,3,6,1,0,1,1,0,0,3,0,0,1
991,0,4,0,0,0,1,0,0,2,0,0,1
992,10,3,2,4,0,2,1,1,1,1,0,1
993,4,5,1,0,1,2,1,1,0,1,0,2
994,4,6,1,0,1,2,0,1,3,0,0,1
995,11,0,2,3,0,2,2,3,0,0,1,2
996,7,0,0,0,0,2,0,2,0,0,0,2
997,2,7,1,0,2,1,1,1,2,1,0,1
998,3,11,1,0,3,2,1,2,1,1,0,2
999,4,9,1,0,1,1,1,0,4,1,0,1
1000,0,4,0,0,0,1,0,0,2,0,0,1
1001,11,1,2,2,0,2,2,3,0,0,1,2
1002,10,0,2,2,0,2,0,1,0,0,0,2
1003,1,11,1,0,2,1,1,3,0,1,0,2
1004,2,5,1,0,1,1,1,0,2,1,0,1
1005,2,5,0,0,0,1,0,2,1,0,0,2
1006,11,0,2,3,0,2,0,2,0,0,0,2
1007,9,1,2,2,0,1,2,2,0,0,1,2
1008,11,4,2,3,0,1,2,3,2,0,2,1
1009,9,3,2,1,0,2,2,3,0,0,1,2
1010,0,0,0,0,0,0,0,0,0,0,0,0
1011,1,11,1,0,3,1,1,0,2,1,0,1
1012,3,8,1,0,2,1,1,4,1,1,1,1
1013,2,8,1,0,1,1,1,1,1,1,0,1
1014,4,8,1,0,1,1,1,1,0,1,0,2
1015,6,8,2,1,1,1,1,3,0,1,0,2
1016,9,1,2,2,0,2,0,3,0,0,0,2
1017,9,2,2,4,0,1,2,1,2,1,1,1
1018,1,4,0,0,0,1,0,1,1,0,0,2
1019,11,6,1,4,1,2,2,5,1,0,2,2
1020,3,7,1,0,1,1,0,1,1,0,0,2
1021,1,11,1,0,3,1,1,0,2,1,0,1
1022,6,3,2,1,0,1,2,1,1,0,1,1
1023,4,9,1,0,2,2,1,3,1,1,0,2
1024,10,3,2,2,0,2,2,2,1,0,1,2
1025,0,0,0,0,0,0,0,0,0,0,0,0
1026,11,1,2,3,0,2,2,3,0,0,1,2
1027,11,4,2,3,0,1,2,1,3,0,2,1
1028,9,5,2,2,0,1,2,1,1,0,1,1
1029,9,4,2,2,0,2,2,2,1,0,1,2
1030,9,7,1,1,3,1,2,1,4,0,2,1
1031,11,3,2,4,0,1,1,4,0,1,0,2
1032,1,6,1,0,1,1,0,0,2,0,0,1
1033,11,4,2,3,0,1,2,1,1,0,1,2
1034,3,8,1,0,1,1,0,0,2,0,0,1
1035,9,3,2,2,0,1,0,0,2,0,0,1
1036,11,1,2,2,0,2,2,2,0,0,1,2
1037,10,10,2,6,2,2,2,5,0,1,3,2
1038,9,2,2,3,0,1,2,3,0,0,2,2
1039,8,4,2,2,0,2,2,0,4,0,1,1
1040,5,3,2,1,0,2,2,0,3,0,1,1
1041,10,4,2,1,0,2,1,3,0,1,0,2
1042,9,10,2,5,3,1,2,4,2,1,2,2
1043,9,7,1,1,1,2,1,3,3,1,2,1
1044,11,2,2,3,0,2,0,3,0,0,0,2
1045,1,11,1,0,3,1,1,0,1,1,0,1
1046,0,7,1,0,1,1,1,0,2,1,0,1
1047,1,7,1,0,1,1,0,0,0,0,0,0
1048,11,6,2,2,0,2,2,1,3,1,1,1
1049,1,9,1,0,2,1,0,2,1,0,0,1
1050,1,8,1,0,1,2,1,1,2,1,0,1
1051,8,11,2,1,3,2,1,2,3,1,0,1
1052,10,3,2,4,0,1,2,2,1,1,1,1
1053,7,10,1,1,4,1,1,1,4,1,2,1
1054,1,8,1,0,1,1,0,0,2,0,0,1
1055,6,10,2,1,2,2,2,1,1,1,1,2
1056,2,0,0,0,0,2,0,1,0,0,0,2
1057,1,9,1,0,4,1,0,1,2,0,0,1
1058,11,6,2,4,0,1,1,1,3,1,1,1
1059,1,11,1,0,4,1,1,0,4,1,0,1
1060,3,11,1,0,3,2,1,1,2,1,0,1
1061,1,10,1,0,4,1,2,0,3,1,1,1
1062,4,11,1,0,3,1,0,0,2,0,0,1
1063,11,0,2,3,0,2,0,2,0,0,0,2
1064,10,1,2,1,0,2,0,3,0,0,0,2
1065,7,6,2,1,0,1,2,2,2,0,1,1
