,t2_towerKills,t1_towerKills,firstInhibitor,t2_inhibitorKills,t1_inhibitorKills,firstTower,firstBaron,t2_dragonKills,t1_dragonKills,t1_baronKills,t2_baronKills,firstDragon
4211,9,4,2,1,0,2,2,3,1,0,1,1
4212,2,1,0,0,0,2,0,1,0,0,0,2
4213,5,7,1,0,1,1,1,1,1,1,0,2
4214,5,9,2,1,1,1,1,1,4,1,0,1
4215,8,5,2,1,0,1,2,2,2,0,1,2
4216,10,1,2,2,0,2,2,3,0,0,1,2
4217,9,2,2,2,0,1,0,2,1,0,0,2
4218,0,11,1,0,3,1,1,0,2,1,0,1
4219,11,1,2,3,0,2,0,0,1,0,0,1
4220,10,3,2,2,0,1,2,3,1,0,1,1
4221,0,10,1,0,2,1,0,0,1,0,0,1
4222,6,8,1,1,2,1,2,3,2,0,1,1
4223,1,1,0,0,0,1,0,0,1,0,0,1
4224,0,0,0,0,0,0,0,0,0,0,0,0
4225,11,0,2,1,0,2,2,1,0,0,1,2
4226,2,10,1,0,2,1,1,0,3,1,0,1
4227,5,9,1,0,2,1,1,1,4,1,0,1
4228,0,9,1,0,1,1,1,0,3,1,0,1
4229,11,0,2,3,0,2,2,3,1,0,1,1
4230,9,5,2,3,0,1,1,4,0,1,0,2
4231,10,0,2,2,0,2,0,1,1,0,0,1
4232,10,0,2,2,0,2,0,2,0,0,0,2
4233,9,2,2,2,0,1,2,3,0,0,1,2
4234,11,2,2,4,0,2,1,3,0,1,0,2
4235,0,10,1,0,2,1,0,0,2,0,0,1
4236,4,11,1,0,3,1,1,1,2,1,0,1
4237,9,3,2,2,0,1,2,1,1,0,1,1
4238,1,11,1,0,4,1,0,0,3,0,0,1
4239,9,0,2,1,0,2,0,3,0,0,0,2
4240,0,0,0,0,0,0,0,0,0,0,0,0
4241,0,9,1,0,2,1,0,1,1,0,0,2
4242,1,10,1,0,2,1,0,0,3,0,0,1
4243,2,8,1,0,1,1,0,1,1,0,0,2
4244,9,1,2,2,0,2,0,2,0,0,0,2
4245,0,10,1,0,2,1,1,0,3,1,0,1
4246,3,3,0,0,0,1,0,0,1,0,0,1
4247,9,2,2,1,0,1,2,1,0,0,1,2
4248,8,0,2,2,0,2,0,2,0,0,0,2
4249,10,8,1,3,3,1,1,2,4,2,0,1
4250,10,1,2,2,0,2,2,2,1,0,1,2
4251,5,10,1,0,3,1,1,2,2,1,0,2
4252,11,3,2,4,0,1,1,2,2,1,1,1
4253,5,9,1,0,2,1,2,1,2,0,2,1
4254,0,11,1,0,3,1,0,0,2,0,0,1
4255,8,4,2,1,0,1,2,2,0,0,1,2
4256,1,8,1,0,1,1,1,1,2,1,0,1
4257,4,10,1,0,3,1,2,2,2,0,1,1
4258,0,9,1,0,2,1,0,0,1,0,0,1
4259,2,4,0,0,0,1,1,0,2,1,0,1
4260,11,2,2,3,0,1,0,1,2,0,0,1
4261,1,9,1,0,2,1,1,0,1,1,0,1
4262,8,8,2,3,1,1,1,0,5,1,0,1
4263,11,0,2,3,0,2,0,2,1,0,0,2
4264,11,1,2,3,0,2,2,3,0,0,1,2
4265,9,3,2,1,0,2,2,3,0,0,1,2
4266,9,3,2,1,0,2,2,3,0,0,1,2
4267,3,4,0,0,0,1,0,2,1,0,0,2
4268,0,6,1,0,1,1,0,0,2,0,0,1
4269,11,1,2,3,0,2,2,2,0,0,1,2
4270,1,10,1,0,2,1,1,2,1,1,0,2
4271,6,4,1,0,1,1,2,1,1,0,1,2
4272,5,7,1,0,1,1,1,1,2,1,0,2
4273,0,11,1,0,2,1,1,1,2,1,0,2
4274,4,5,0,0,0,1,0,1,0,0,0,2
4275,2,11,1,0,3,1,0,0,2,0,0,1
4276,11,0,2,3,0,2,0,2,0,0,0,2
4277,10,4,2,2,0,2,0,1,1,0,0,1
4278,0,11,1,0,4,1,1,0,3,1,0,1
4279,10,4,2,2,0,1,2,4,1,0,1,2
4280,10,0,2,2,0,2,2,2,0,0,1,2
4281,10,2,2,2,0,2,0,3,0,0,0,2
4282,2,8,1,0,2,1,0,1,1,0,0,1
4283,2,11,1,0,4,1,0,0,4,0,0,1
4284,1,11,1,0,3,1,1,0,2,1,0,1
4285,3,10,1,0,2,1,1,2,1,1,0,2
4286,1,8,0,0,0,1,0,0,2,0,0,1
4287,8,4,2,1,0,2,0,2,1,0,0,1
4288,11,0,2,2,0,2,0,1,0,0,0,2
4289,0,4,0,0,0,1,0,0,2,0,0,1
4290,7,7,1,0,1,2,0,3,0,0,0,2
4291,0,9,1,0,2,1,0,0,2,0,0,1
4292,8,0,2,1,0,2,0,1,0,0,0,2
4293,0,5,0,0,0,1,0,0,1,0,0,1
4294,3,9,1,0,2,2,1,3,0,1,0,2
4295,5,9,2,2,4,2,1,3,2,1,1,2
4296,4,1,0,0,0,2,0,3,0,0,0,2
4297,8,2,2,1,0,2,0,2,0,0,0,2
4298,11,6,2,3,0,2,2,3,1,0,1,2
4299,4,11,1,0,5,1,1,0,4,2,0,1
4300,8,9,1,1,3,2,1,1,4,1,0,1
4301,7,4,2,1,0,2,2,2,1,0,1,1
4302,4,11,1,0,4,1,1,2,1,1,0,2
4303,10,5,2,2,0,2,1,3,0,1,0,2
4304,0,11,1,0,3,1,1,0,3,1,0,1
4305,10,4,2,1,0,1,2,3,0,0,1,2
4306,9,6,2,2,0,2,2,1,2,0,1,1
4307,9,2,2,2,0,2,0,2,1,0,0,2
4308,11,1,2,3,0,2,0,3,0,0,0,2
4309,3,6,0,0,0,2,0,0,1,0,0,1
4310,8,3,2,2,0,2,2,2,2,0,1,1
4311,0,10,1,0,1,1,0,1,1,0,0,2
4312,10,2,2,2,0,1,2,2,1,0,1,1
4313,10,0,2,2,0,2,0,3,0,0,0,2
4314,0,11,1,0,3,1,0,1,2,0,0,2
4315,9,4,2,2,0,2,1,1,3,1,0,2
4316,7,0,2,2,0,2,2,2,0,0,1,2
4317,8,7,1,0,2,2,1,2,1,2,0,2
4318,0,0,0,0,0,0,0,0,0,0,0,0
4319,8,9,2,1,1,1,2,4,1,1,1,1
4320,7,1,2,1,0,2,0,1,0,0,0,2
4321,0,11,1,0,3,1,0,0,2,0,0,1
4322,2,9,1,0,2,1,0,0,2,0,0,1
4323,11,4,2,3,0,1,2,3,1,1,1,2
4324,3,7,1,0,1,2,0,0,1,0,0,1
4325,8,3,2,1,0,2,0,2,1,0,0,2
4326,5,9,1,0,1,2,1,2,2,1,0,2
4327,1,10,1,0,3,1,1,0,3,1,0,1
4328,0,10,1,0,2,1,1,1,2,1,0,1
4329,8,1,2,1,0,2,0,3,0,0,0,2
4330,10,3,2,1,0,2,0,3,0,0,0,2
4331,7,0,2,1,0,2,0,1,0,0,0,2
4332,11,3,2,2,0,2,2,1,0,0,1,2
4333,1,10,1,0,2,1,0,0,2,0,0,1
4334,5,11,1,0,3,1,0,0,4,0,0,1
4335,1,11,1,0,3,1,0,0,0,0,0,0
4336,0,8,1,0,1,1,0,0,2,0,0,1
4337,8,2,2,1,0,2,2,2,0,0,1,2
4338,0,11,1,0,3,1,1,0,2,1,0,1
4339,0,9,1,0,1,1,1,0,1,1,0,1
4340,6,0,0,0,0,2,0,1,0,0,0,2
4341,5,10,1,0,3,1,2,0,4,0,2,1
4342,2,7,1,0,2,1,1,2,1,1,0,1
4343,10,4,2,2,0,1,2,2,2,0,1,2
4344,7,9,1,1,4,1,2,4,1,1,1,2
4345,8,8,2,3,1,1,1,3,3,1,1,2
4346,8,1,2,1,0,1,0,3,0,0,0,2
4347,0,11,1,0,3,1,1,0,3,1,0,1
4348,11,1,2,3,0,1,2,2,0,0,1,2
4349,4,9,1,0,2,1,0,3,0,0,0,2
4350,11,7,2,5,0,2,1,4,1,1,2,2
4351,6,9,2,2,3,2,1,3,0,1,1,2
4352,9,1,2,1,0,2,0,2,0,0,0,2
4353,2,7,0,0,0,2,1,0,2,1,0,1
4354,0,11,1,0,3,1,0,0,3,0,0,1
4355,4,6,0,0,0,1,0,0,2,0,0,1
4356,3,9,1,0,2,1,1,1,1,1,0,1
4357,3,3,0,0,0,2,0,0,2,0,0,1
4358,7,4,2,1,0,2,2,2,1,0,1,1
4359,1,9,1,0,2,1,0,0,2,0,0,1
4360,11,2,2,7,0,2,1,2,2,1,1,1
4361,11,3,2,4,0,2,2,3,1,0,2,2
4362,0,9,1,0,2,1,1,0,2,1,0,1
4363,9,5,2,2,0,1,2,2,1,0,1,2
4364,2,0,0,0,0,2,0,1,0,0,0,2
4365,1,10,1,0,2,1,0,0,1,0,0,1
4366,2,4,0,0,0,2,0,1,2,0,0,1
4367,0,7,0,0,0,1,0,0,1,0,0,1
4368,3,11,1,0,4,2,2,2,3,0,2,2
4369,6,0,2,1,0,2,0,1,0,0,0,2
4370,0,1,0,0,0,1,0,0,1,0,0,1
4371,7,6,2,1,0,1,2,2,1,0,1,2
4372,4,8,1,0,1,2,0,1,1,0,0,2
4373,9,0,2,1,0,2,0,1,1,0,0,1
4374,1,7,1,0,1,1,0,1,2,0,0,1
4375,11,0,2,3,0,2,2,2,0,0,1,2
4376,10,0,2,2,0,2,2,2,0,0,1,2
4377,0,5,1,0,1,1,0,1,0,0,0,2
4378,10,2,2,2,0,2,2,1,1,0,1,2
4379,0,0,0,0,0,0,0,0,0,0,0,0
4380,11,2,2,3,0,2,0,0,0,0,0,0
4381,1,11,1,0,3,1,0,2,1,0,0,2
4382,1,8,1,0,1,2,0,2,2,0,0,2
4383,2,11,1,0,3,1,1,1,1,1,0,1
4384,8,8,2,4,2,2,1,0,5,2,0,1
4385,8,6,1,1,1,1,2,4,0,0,1,2
4386,11,0,2,3,0,2,2,3,0,0,1,2
4387,4,11,1,0,4,1,1,0,4,2,0,1
4388,11,0,2,2,0,2,2,1,1,0,1,2
4389,9,0,2,1,0,2,2,4,0,0,1,2
4390,7,4,2,1,0,1,2,3,1,0,1,1
4391,4,8,1,0,1,1,1,0,2,1,0,1
4392,7,3,2,1,0,1,2,2,1,0,1,2
4393,11,6,1,3,1,1,2,1,2,0,1,1
4394,0,11,1,0,4,1,0,1,1,0,0,2
4395,6,1,0,0,0,2,0,2,0,0,0,2
4396,10,2,2,2,0,2,2,3,0,0,1,2
4397,8,5,2,1,0,1,2,2,3,0,2,1
4398,7,8,1,1,3,1,2,1,3,0,1,1
4399,3,11,1,0,3,1,1,1,3,1,0,1
4400,11,1,2,3,0,2,2,3,0,0,1,2
4401,0,8,1,0,2,1,0,0,2,0,0,1
4402,10,4,2,2,0,2,2,3,1,0,1,2
4403,11,1,2,3,0,2,2,2,1,0,1,1
4404,5,2,2,1,0,1,0,1,0,0,0,2
4405,3,9,1,0,2,1,1,1,4,2,0,2
4406,4,9,1,0,2,1,2,2,2,0,1,1
4407,4,0,0,0,0,2,0,0,0,0,0,0
4408,9,8,1,2,1,2,2,1,1,0,1,1
4409,10,3,2,1,0,2,2,3,1,0,1,1
4410,2,7,1,0,2,2,2,0,3,0,1,1
4411,11,0,2,4,0,2,2,3,0,0,2,2
4412,2,8,1,0,1,1,1,0,3,1,0,1
4413,1,5,0,0,0,1,0,1,1,0,0,2
4414,11,3,2,5,0,2,2,2,1,0,2,2
4415,8,0,2,2,0,2,0,2,0,0,0,2
4416,11,0,2,3,0,2,0,2,1,0,0,2
4417,11,2,2,3,0,1,2,1,2,0,1,1
4418,7,8,2,1,1,1,2,2,2,1,1,2
4419,8,3,2,2,0,1,2,3,0,0,2,2
4420,3,11,1,0,6,1,1,0,5,2,1,1
4421,4,0,0,0,0,2,0,1,0,0,0,2
4422,8,1,2,1,0,2,2,1,1,0,1,1
4423,9,7,1,1,2,1,2,3,3,1,3,1
4424,9,1,2,2,0,2,1,1,1,1,0,1
4425,9,2,2,3,0,2,1,1,2,1,0,2
4426,8,10,2,4,3,2,1,1,3,2,0,1
4427,4,10,1,0,3,1,2,0,5,1,1,1
4428,0,11,1,0,4,1,0,2,2,0,0,1
4429,0,11,1,0,3,1,1,0,2,1,0,1
4430,0,11,1,0,3,1,0,0,2,0,0,1
4431,1,7,1,0,1,1,0,0,2,0,0,1
4432,11,6,2,3,0,2,1,4,1,1,0,2
4433,1,9,1,0,2,1,0,1,2,0,0,1
4434,7,1,2,1,0,2,2,2,0,0,1,2
4435,9,3,2,2,0,1,0,2,0,0,0,2
4436,2,11,1,0,2,1,0,1,1,0,0,1
4437,2,8,1,0,1,1,1,0,2,1,0,1
4438,3,5,0,0,0,1,1,0,3,1,0,1
4439,1,11,1,0,4,1,2,1,5,1,1,1
4440,0,6,0,0,0,1,0,0,3,0,0,1
4441,8,7,1,1,2,1,2,1,4,1,2,1
4442,1,9,1,0,1,2,1,0,3,1,0,1
4443,11,5,2,4,0,1,1,3,1,1,1,1
4444,5,0,0,0,0,2,0,1,0,0,0,2
4445,10,2,2,4,0,2,1,3,2,1,1,1
4446,4,8,1,0,1,1,0,3,0,0,0,2
4447,4,9,1,0,4,1,1,3,2,1,0,2
4448,9,4,2,2,0,2,2,3,0,0,2,2
4449,4,10,1,0,2,2,1,2,1,1,0,2
4450,10,3,2,2,0,1,2,3,0,0,2,2
4451,9,3,2,1,0,2,2,2,0,0,1,2
4452,2,9,1,0,1,1,0,2,2,0,0,1
4453,10,0,2,2,0,2,0,1,0,0,0,2
4454,7,3,2,1,0,1,2,2,1,0,1,1
4455,0,11,1,0,3,1,0,0,1,0,0,1
4456,10,0,2,2,0,2,0,0,0,0,0,0
4457,1,11,1,0,4,1,0,1,1,0,0,1
4458,9,9,1,1,2,2,1,0,2,2,0,1
4459,0,10,1,0,4,1,0,1,2,0,0,2
4460,5,10,1,0,1,1,1,2,1,2,0,2
4461,10,3,2,2,0,2,2,4,0,0,1,2
4462,2,8,1,0,1,1,2,1,2,0,1,1
4463,9,8,2,2,0,2,2,1,2,0,1,1
4464,3,11,1,0,3,1,2,2,2,0,1,1
4465,4,9,1,0,3,1,0,1,1,0,0,1
4466,3,9,1,0,3,2,1,1,3,1,0,2
4467,0,0,0,0,0,0,0,0,0,0,0,0
4468,6,3,0,0,0,1,2,2,1,0,1,2
4469,2,10,1,0,2,1,1,0,5,2,0,1
4470,1,10,1,0,2,2,0,0,2,0,0,1
4471,10,1,2,2,0,2,2,3,0,0,1,2
4472,7,11,1,1,3,1,1,0,4,1,0,1
4473,5,10,1,0,2,1,1,1,2,1,0,2
4474,1,4,0,0,0,1,0,1,0,0,0,2
4475,7,7,2,2,2,1,1,3,1,1,1,2
4476,8,9,2,1,2,2,2,2,2,0,1,2
4477,10,4,2,2,0,2,0,3,0,0,0,2
4478,0,9,1,0,2,1,0,1,1,0,0,2
4479,0,10,1,0,3,1,0,0,3,0,0,1
4480,6,9,2,2,2,1,1,0,4,1,0,1
4481,0,11,1,0,2,1,1,1,1,1,0,1
4482,11,0,2,3,0,2,2,2,0,0,1,2
4483,0,4,0,0,0,1,1,0,2,1,0,1
4484,1,8,1,0,1,1,0,0,3,0,0,1
4485,8,7,1,2,1,2,1,4,1,1,1,1
4486,11,5,2,2,0,2,2,2,1,0,1,1
4487,9,10,1,2,3,2,1,1,3,2,1,2
4488,8,10,1,0,2,1,2,3,1,0,1,1
4489,11,7,1,3,1,1,2,1,3,0,1,2
4490,3,7,1,0,1,1,0,0,3,0,0,1
4491,3,6,1,0,1,1,0,1,2,0,0,1
4492,10,1,2,1,0,2,0,2,0,0,0,2
4493,3,10,1,0,3,1,1,0,4,1,0,1
4494,0,6,1,0,1,1,0,0,2,0,0,1
4495,5,10,1,1,3,1,2,4,1,0,2,1
4496,7,8,1,1,1,1,2,2,2,0,2,1
4497,6,1,0,0,0,2,2,2,1,0,1,1
4498,10,0,2,2,0,2,0,2,0,0,0,2
4499,3,11,1,0,2,1,1,0,3,1,0,1
4500,2,9,1,0,2,1,0,0,2,0,0,1
4501,0,10,1,0,2,1,1,1,2,1,0,2
4502,2,11,1,0,3,1,1,0,1,1,0,1
4503,6,10,2,2,2,1,1,1,3,1,0,2
4504,9,6,2,2,0,1,1,1,4,1,1,1
4505,1,11,1,0,4,1,1,0,1,1,0,1
4506,9,4,2,1,0,2,2,1,2,0,2,1
4507,3,11,1,0,7,2,1,1,4,3,0,1
4508,11,4,2,3,0,2,2,0,3,0,1,1
4509,1,8,1,0,1,1,0,0,2,0,0,1
4510,8,0,2,1,0,2,2,1,0,0,1,2
4511,1,10,1,0,2,1,0,0,2,0,0,1
4512,0,5,0,0,0,1,0,0,1,0,0,1
4513,1,4,0,0,0,1,1,0,1,1,0,1
4514,10,4,2,2,0,2,2,3,0,0,1,2
4515,0,11,1,0,3,1,1,0,3,1,0,1
4516,1,9,1,0,2,1,0,0,1,0,0,1
4517,1,4,0,0,0,1,0,0,1,0,0,1
4518,2,8,1,0,1,1,1,0,4,1,0,1
4519,0,5,0,0,0,1,1,0,1,1,0,1
4520,11,4,2,4,0,2,2,3,1,0,1,2
4521,7,0,2,1,0,2,0,3,0,0,0,2
4522,5,10,1,0,2,1,0,4,0,0,0,2
4523,8,0,2,1,0,2,0,2,1,0,0,2
4524,6,7,2,2,0,1,1,2,3,2,0,1
4525,10,2,2,3,0,1,2,2,0,0,1,2
4526,2,10,1,0,2,1,0,1,1,0,0,2
4527,6,10,2,1,2,2,1,1,3,1,0,2
4528,6,1,0,0,0,2,0,3,0,0,0,2
4529,4,8,1,0,1,1,0,1,2,0,0,1
4530,0,10,1,0,2,1,0,0,1,0,0,1
4531,6,3,2,1,0,1,2,2,0,0,1,2
4532,11,0,2,3,0,2,2,2,0,0,1,2
4533,10,3,2,2,0,2,2,4,0,0,1,2
4534,5,0,0,0,0,2,0,2,0,0,0,2
4535,11,1,2,3,0,1,2,3,0,0,1,2
4536,11,0,2,3,0,2,2,2,0,0,1,2
4537,2,10,1,0,1,1,1,1,2,1,0,1
4538,1,10,1,0,2,1,1,0,3,1,0,1
4539,10,0,2,2,0,2,2,1,0,0,1,2
4540,10,8,2,2,1,2,1,2,2,1,2,1
4541,2,11,1,0,3,1,1,0,3,1,0,1
4542,9,7,2,2,0,2,1,2,3,1,1,1
4543,0,9,1,0,1,1,0,0,1,0,0,1
4544,0,11,1,0,3,1,0,0,3,0,0,1
4545,0,9,1,0,2,1,0,0,2,0,0,1
4546,9,5,2,1,0,1,2,2,2,0,2,2
4547,0,8,1,0,1,1,0,1,0,0,0,2
4548,0,11,1,0,3,1,0,0,1,0,0,1
4549,3,11,1,0,4,1,1,2,2,2,0,2
4550,5,0,0,0,0,2,0,1,0,0,0,2
4551,0,0,0,0,0,0,0,0,0,0,0,0
4552,1,11,1,0,3,1,0,0,4,0,0,1
4553,0,8,1,0,1,1,0,0,1,0,0,1
4554,0,9,1,0,2,1,2,1,2,0,1,1
4555,9,7,1,1,1,1,1,1,2,1,0,1
4556,5,9,1,0,3,1,1,0,5,2,0,1
4557,2,11,1,0,4,1,1,1,2,1,0,1
4558,11,1,2,3,0,2,2,1,1,0,1,1
4559,6,10,1,0,2,2,1,1,3,1,0,2
4560,10,4,2,3,0,1,2,2,1,0,1,1
4561,5,7,1,0,1,2,0,3,0,0,0,2
4562,4,10,1,0,2,2,0,1,3,0,0,2
4563,4,8,1,0,2,2,2,4,0,0,1,2
4564,10,2,2,3,0,2,2,4,0,0,1,2
4565,10,0,2,2,0,2,2,3,0,0,1,2
4566,7,4,2,1,0,1,0,2,1,0,0,2
4567,10,4,2,2,0,1,2,4,1,0,2,2
4568,0,7,1,0,1,1,0,0,2,0,0,1
4569,4,9,1,0,2,1,1,0,3,1,0,1
4570,9,3,2,2,0,2,2,2,0,0,1,2
4571,0,9,1,0,2,1,0,0,2,0,0,1
4572,2,11,1,0,3,1,2,1,3,0,1,1
4573,0,0,0,0,0,0,0,0,0,0,0,0
4574,11,6,1,3,1,2,2,4,0,0,3,2
4575,8,11,1,1,4,1,2,1,4,0,2,1
4576,10,11,2,2,2,2,1,4,1,1,0,2
4577,11,0,2,3,0,2,2,1,1,0,1,1
4578,8,0,2,1,0,2,0,1,0,0,0,2
4579,5,7,1,0,1,2,1,3,0,1,0,2
4580,8,3,2,1,0,1,2,3,0,0,1,2
4581,5,7,2,1,0,1,2,0,2,0,1,1
4582,4,8,1,0,1,2,1,2,1,1,0,1
4583,1,8,1,0,3,1,0,0,3,0,0,1
4584,7,8,2,2,1,1,0,1,2,0,0,1
4585,1,11,1,0,3,1,0,1,3,0,0,2
4586,3,8,1,0,1,2,1,1,1,1,0,1
4587,3,0,0,0,0,2,0,1,0,0,0,2
4588,11,1,2,3,0,2,2,2,0,0,1,2
4589,3,11,1,0,4,1,1,1,2,2,0,2
4590,11,1,2,4,0,2,2,3,0,0,2,2
4591,0,9,1,0,2,1,0,0,0,0,0,0
4592,8,2,2,2,0,1,0,3,0,0,0,2
4593,10,0,2,2,0,2,1,3,1,1,0,2
4594,7,1,2,1,0,2,0,1,0,0,0,2
4595,9,10,1,1,4,2,2,0,5,0,2,1
4596,10,0,2,2,0,2,2,2,0,0,1,2
4597,7,1,2,1,0,2,0,2,0,0,0,2
4598,6,3,0,0,0,2,0,2,0,0,0,2
4599,0,11,1,0,3,1,1,0,3,1,0,1
4600,8,7,2,1,0,2,2,1,2,0,1,1
4601,10,8,2,2,1,2,1,3,1,2,0,2
4602,6,8,1,0,1,2,2,1,3,0,1,1
4603,8,6,2,1,0,1,2,2,2,0,2,2
4604,3,0,0,0,0,2,0,1,0,0,0,2
4605,2,7,1,0,1,1,0,0,2,0,0,1
4606,1,11,1,0,3,1,1,1,1,1,0,2
4607,8,3,2,2,0,2,0,1,2,0,0,1
4608,0,9,1,0,3,1,0,0,2,0,0,1
4609,2,10,1,0,2,1,1,2,1,1,0,1
4610,10,3,2,3,0,2,0,3,1,0,0,2
4611,6,10,1,0,2,1,2,1,2,0,1,1
4612,8,6,2,1,0,1,2,3,1,0,1,1
4613,4,11,1,0,3,1,0,1,2,0,0,2
4614,11,3,2,6,0,2,2,4,1,0,2,2
4615,10,3,2,2,0,2,2,4,0,0,1,2
4616,9,2,2,1,0,2,2,3,0,0,1,2
4617,0,10,1,0,1,1,0,0,1,0,0,1
4618,7,0,2,2,0,2,0,1,0,0,0,2
4619,2,2,0,0,0,2,0,1,0,0,0,2
4620,11,3,2,4,0,2,2,4,0,0,2,2
4621,9,4,2,2,0,1,2,1,2,0,1,2
4622,8,5,2,1,0,2,0,3,0,0,0,2
4623,9,10,2,3,4,1,2,2,4,0,2,2
4624,9,3,2,2,0,1,2,3,0,0,1,2
4625,1,3,0,0,0,1,0,0,0,0,0,0
4626,10,1,2,3,0,2,1,3,0,1,0,2
4627,2,11,1,0,3,1,1,0,2,1,0,1
4628,4,9,1,0,2,1,2,2,1,1,1,2
4629,5,0,0,0,0,2,0,1,0,0,0,2
4630,0,11,1,0,2,1,1,0,1,1,0,1
4631,10,4,2,2,0,1,2,3,1,0,1,2
4632,4,11,1,0,4,1,1,3,1,1,0,2
4633,2,11,1,0,3,1,1,0,2,1,0,1
4634,3,8,1,0,1,2,0,1,1,0,0,1
4635,0,11,1,0,3,1,1,0,3,1,0,1
4636,8,0,2,2,0,2,0,2,0,0,0,2
4637,10,1,2,2,0,2,0,2,0,0,0,2
4638,7,6,1,1,1,2,2,2,2,0,1,1
4639,10,0,2,2,0,2,0,2,0,0,0,2
4640,4,10,1,0,2,1,1,1,2,1,0,1
4641,10,0,2,1,0,2,2,2,0,0,1,2
4642,0,10,1,0,1,1,0,0,0,0,0,0
4643,5,1,0,0,0,1,0,1,1,0,0,1
4644,6,1,0,0,0,2,2,1,0,0,1,2
4645,6,7,1,0,1,2,2,2,1,1,1,2
4646,0,0,0,0,0,0,0,0,0,0,0,0
4647,9,6,2,4,1,1,1,3,1,1,0,1
4648,7,2,2,1,0,1,0,0,0,0,0,0
4649,10,8,1,2,2,1,2,3,1,0,2,1
4650,0,10,1,0,2,1,0,1,1,0,0,1
4651,10,10,2,2,1,2,2,2,2,0,2,1
4652,7,0,2,1,0,2,2,2,0,0,1,2
4653,10,0,2,2,0,2,0,1,0,0,0,2
4654,9,2,2,1,0,2,2,2,1,0,1,1
4655,11,5,2,5,0,2,2,2,2,0,2,2
4656,2,10,1,0,1,1,1,1,2,1,0,2
4657,0,10,1,0,2,1,0,0,2,0,0,1
4658,1,8,1,0,2,2,0,0,2,0,0,1
4659,0,0,0,0,0,0,0,0,0,0,0,0
4660,4,10,1,1,3,1,1,2,2,2,0,1
4661,11,0,2,2,0,2,2,3,0,0,1,2
4662,2,6,0,0,0,1,0,0,2,0,0,1
4663,6,9,1,1,2,1,2,2,2,1,1,1
4664,1,6,0,0,0,1,1,0,2,1,0,1
4665,9,6,2,1,0,1,2,2,1,0,1,1
4666,4,10,1,0,3,1,1,1,2,1,0,2
4667,4,0,0,0,0,2,0,1,0,0,0,2
4668,11,0,2,3,0,2,2,2,0,0,1,2
4669,0,11,1,0,3,1,1,0,3,1,0,1
4670,10,2,2,2,0,2,2,4,0,0,1,2
4671,3,8,1,0,1,2,0,1,3,0,0,2
4672,9,7,2,1,1,1,2,3,1,0,1,1
4673,1,6,1,0,1,2,0,0,2,0,0,1
4674,9,2,2,2,0,2,2,2,1,0,1,1
4675,2,9,1,0,2,1,1,0,2,1,0,1
4676,4,8,1,0,1,1,1,1,3,1,0,2
4677,3,9,1,0,1,2,0,3,0,0,0,2
4678,2,11,1,0,1,2,1,0,3,2,0,1
4679,5,3,0,0,0,1,2,1,1,0,1,1
4680,11,6,2,3,0,2,2,4,0,0,1,2
4681,8,1,2,1,0,2,2,3,0,0,1,2
4682,8,4,2,1,0,2,0,2,0,0,0,2
4683,9,7,2,2,0,2,2,3,2,0,2,1
4684,0,8,1,0,2,1,0,0,2,0,0,1
4685,9,7,2,2,1,2,2,2,2,1,1,1
4686,7,9,1,1,2,2,2,1,4,0,2,1
4687,2,9,1,0,1,1,1,0,2,1,0,1
4688,10,0,2,2,0,2,0,0,1,0,0,1
4689,2,9,1,0,1,1,0,1,3,0,0,1
4690,0,8,1,0,1,1,0,1,2,0,0,1
4691,0,10,1,0,2,1,0,0,2,0,0,1
4692,0,11,1,0,4,1,1,0,3,1,0,1
4693,2,10,1,0,2,1,0,1,2,0,0,1
4694,1,10,1,0,2,1,1,0,3,1,0,1
4695,10,4,2,2,0,2,2,4,1,0,1,1
4696,0,0,0,0,0,0,0,0,0,0,0,0
4697,2,11,1,0,3,1,0,1,1,0,0,2
4698,0,9,1,0,2,1,0,1,2,0,0,1
4699,11,0,2,2,0,2,0,3,0,0,0,2
4700,11,4,2,3,0,1,2,2,0,0,1,2
4701,6,11,2,1,4,1,1,1,3,1,0,2
4702,8,7,1,1,1,1,2,2,3,0,2,2
4703,4,7,1,0,1,2,1,0,2,1,0,1
4704,0,3,0,0,0,1,0,0,0,0,0,0
4705,9,4,2,1,0,1,2,1,3,0,1,1
4706,9,0,2,1,0,2,2,2,0,0,1,2
4707,10,0,2,2,0,2,2,2,0,0,1,2
4708,11,0,2,3,0,2,2,2,0,0,1,2
4709,9,4,2,2,0,2,2,1,2,0,1,1
4710,11,0,2,4,0,2,2,3,0,0,1,2
4711,0,11,1,0,5,1,0,0,3,0,0,1
4712,11,1,2,4,0,2,2,1,1,0,1,1
4713,6,8,1,0,1,1,1,2,2,1,0,1
4714,2,6,1,0,1,1,0,1,1,0,0,2
4715,0,11,1,0,3,1,0,1,3,0,0,2
4716,6,9,1,1,3,1,2,3,1,2,1,2
4717,10,5,1,4,1,1,2,4,0,1,1,2
4718,3,11,1,0,3,2,1,2,2,1,0,1
4719,4,9,1,0,2,2,1,2,2,1,0,2
4720,9,9,1,2,2,2,2,4,0,0,2,2
4721,3,9,1,0,2,1,1,1,2,1,0,1
4722,1,10,1,0,3,1,2,1,2,0,1,1
4723,7,1,2,1,0,2,0,1,0,0,0,2
4724,2,7,1,0,1,1,0,2,0,0,0,2
